employee_id,manager_id,area,job_title,seniority,course,dt_course_conclusion,updated_at,course_format,course_duration_hours,quiz_score
EMP00184,MGR012,Tecnologia,Arquiteto de Soluções,Sênior,GenAI para todos - Módulo básico,2026-05-25,2026-05-09 10:37:57,Platform Course,6,9
EMP00109,MGR058,Marketing,Analista de Marketing,Júnior,GenAI para todos - Módulo básico,2026-05-25,2026-05-06 18:37:57,Live Meet,6,10
EMP00094,MGR012,Operações,Analista de Operações,Júnior,GenAI para todos - Módulo básico,2026-05-25,2026-05-25 09:37:57,Platform Course,6,8
EMP00161,MGR040,Marketing,Analista de Marketing,Sênior,GenAI para todos - Módulo básico,2026-05-25,2026-05-13 22:37:57,Platform Course,6,9
EMP00058,MGR050,Dados & Analytics,Analista de BI,Sênior,GenAI para todos - Módulo básico,2026-05-25,2026-05-16 22:37:57,Live Meet,6,9
EMP00191,MGR043,People,Coordenador de RH,Pleno,Cultura Data-Driven,2026-05-25,2026-05-23 20:37:57,Platform Course,4,8
EMP00306,MGR053,Tecnologia,Arquiteto de Soluções,Júnior,GenAI - Módulo Avançado,2026-05-25,2026-05-13 01:37:57,Live Meet,12,7
EMP00309,MGR025,Comercial,Gerente Comercial,Júnior,Cultura Data-Driven,2026-05-25,2026-05-07 09:37:57,Live Meet,4,9
EMP00272,MGR060,Tecnologia,Desenvolvedor Backend,Júnior,Cultura Data-Driven,2026-05-25,2026-05-09 06:37:57,Platform Course,4,9
EMP00053,MGR001,Tecnologia,Tech Lead,Pleno,GenAI para todos - Módulo básico,2026-05-25,2026-05-20 08:37:57,Platform Course,6,9
EMP00201,MGR027,Operações,Coordenador Operacional,Pleno,Cultura Data-Driven,2026-05-25,2026-05-15 05:37:57,Platform Course,4,9
EMP00079,MGR048,Operações,Analista de Operações,Especialista,GenAI - Módulo Avançado,2026-05-25,2026-05-10 14:37:57,Live Meet,12,7
EMP00028,MGR045,Financeiro,Analista Financeiro,Sênior,GenAI para todos - Módulo básico,2026-05-25,2026-05-14 20:37:57,Platform Course,6,9
EMP00159,MGR043,Marketing,Analista de Marketing,Especialista,GenAI para todos - Módulo básico,2026-05-25,2026-05-22 19:37:57,Platform Course,6,9
EMP00267,MGR031,Operações,Analista de Operações,Júnior,Cultura Data-Driven,2026-05-25,2026-05-08 21:37:57,Platform Course,4,8
EMP00031,MGR023,Comercial,Inside Sales,Júnior,Cultura Data-Driven,2026-05-25,2026-05-23 09:37:57,Platform Course,4,8
EMP00273,MGR058,Tecnologia,Arquiteto de Soluções,Júnior,Cultura Data-Driven,2026-05-25,2026-05-20 01:37:57,Live Meet,4,9
EMP00213,MGR018,Operações,Analista de Operações,Júnior,Cultura Data-Driven,2026-05-25,2026-05-15 09:37:57,Platform Course,4,10
EMP00211,MGR016,Operações,Analista de Operações,Sênior,Cultura Data-Driven,2026-05-25,2026-05-07 12:37:57,Platform Course,4,10
EMP00146,,Tecnologia,Engenheiro de Dados,Júnior,GenAI para todos - Módulo básico,2026-05-25,2026-05-24 16:37:57,Platform Course,6,9
EMP00166,MGR056,Tecnologia,Tech Lead,Júnior,GenAI para todos - Módulo básico,2026-05-25,2026-05-14 15:37:57,Platform Course,6,10
EMP00323,MGR058,People,Coordenador de RH,Especialista,Cultura Data-Driven,2026-05-25,2026-05-05 05:37:57,Platform Course,4,10
EMP00172,MGR059,Tecnologia,Desenvolvedor Backend,Especialista,Cultura Data-Driven,2026-05-25,2026-05-09 04:37:57,Platform Course,4,9
EMP00116,MGR056,Comercial,Gerente Comercial,Pleno,GenAI para todos - Módulo básico,2026-05-25,2026-05-08 08:37:57,Platform Course,6,7
EMP00183,MGR049,Dados & Analytics,Cientista de Dados,Sênior,Cultura Data-Driven,2026-05-25,2026-05-12 04:37:57,Platform Course,4,9
EMP00284,MGR009,Comercial,Inside Sales,Júnior,GenAI para todos - Módulo básico,2026-05-25,2026-05-22 14:37:57,Platform Course,6,10
EMP00147,MGR008,People,Business Partner,Especialista,GenAI - Módulo Avançado,2026-05-25,2026-05-23 18:37:57,Platform Course,12,8
EMP00036,MGR041,Tecnologia,Desenvolvedor Backend,Pleno,Cultura Data-Driven,2026-05-25,2026-05-05 15:37:57,Platform Course,4,9
EMP00028,MGR046,Comercial,Gerente Comercial,Pleno,GenAI - Módulo Avançado,2026-05-25,2026-05-05 13:37:57,Live Meet,12,9
EMP00110,MGR034,Financeiro,Analista Financeiro,,GenAI - Módulo Avançado,2026-05-25,2026-05-19 01:37:57,Platform Course,12,7
EMP00061,MGR016,Tecnologia,Tech Lead,Pleno,Cultura Data-Driven,2026-05-25,2026-05-08 21:37:57,Platform Course,4,10
EMP00177,MGR012,Tecnologia,Tech Lead,Pleno,GenAI - Módulo Avançado,2026-05-25,2026-05-10 14:37:57,Live Meet,12,9
EMP00140,MGR040,Tecnologia,Engenheiro de Dados,Pleno,Cultura Data-Driven,2026-05-25,2026-05-09 23:37:57,Live Meet,4,8
EMP00315,MGR006,Dados & Analytics,Cientista de Dados,Especialista,Cultura Data-Driven,2026-05-25,2026-05-08 03:37:57,Platform Course,4,9
EMP00233,MGR004,Tecnologia,Engenheiro de Dados,Sênior,GenAI para todos - Módulo básico,2026-05-25,2026-05-09 13:37:57,Live Meet,6,10
EMP00108,MGR034,Tecnologia,Engenheiro de Dados,Pleno,Cultura Data-Driven,2026-05-25,2026-05-13 20:37:57,Live Meet,4,9
EMP00248,MGR020,Marketing,Especialista em Growth,Pleno,Cultura Data-Driven,2026-05-25,2026-05-08 12:37:57,Live Meet,4,10
EMP00218,MGR023,Tecnologia,Desenvolvedor Backend,Pleno,GenAI - Módulo Avançado,2026-05-25,2026-05-22 07:37:57,Live Meet,12,9
EMP00196,MGR048,Comercial,Executivo de Contas,Pleno,Cultura Data-Driven,2026-05-25,2026-05-06 01:37:57,Platform Course,4,9
EMP00039,MGR036,Comercial,Gerente Comercial,Júnior,Cultura Data-Driven,2026-05-25,2026-05-10 08:37:57,Platform Course,4,9
EMP00231,MGR034,Marketing,Analista de Marketing,Júnior,Cultura Data-Driven,2026-05-25,2026-05-13 03:37:57,Live Meet,4,9
EMP00116,MGR037,Comercial,Gerente Comercial,Sênior,GenAI - Módulo Avançado,2026-05-25,2026-05-09 11:37:57,Platform Course,12,10
EMP00039,MGR060,Comercial,Executivo de Contas,Pleno,Cultura Data-Driven,2026-05-25,2026-05-18 20:37:57,Live Meet,4,8
EMP00020,MGR031,Dados & Analytics,Analista de BI,Júnior,GenAI - Módulo Avançado,2026-05-25,2026-05-12 03:37:57,Platform Course,12,7
EMP00048,MGR026,Comercial,Inside Sales,Júnior,Cultura Data-Driven,2026-05-25,2026-05-24 17:37:57,Platform Course,4,8
EMP00054,MGR048,Tecnologia,Desenvolvedor Backend,Júnior,Cultura Data-Driven,2026-05-25,2026-05-21 05:37:57,Platform Course,4,10
EMP00099,MGR040,Marketing,Analista de Marketing,Júnior,GenAI - Módulo Avançado,2026-05-25,2026-05-15 10:37:57,Platform Course,12,10
EMP00150,MGR055,People,Analista de People,Pleno,GenAI - Módulo Avançado,2026-05-25,2026-05-09 00:37:57,Live Meet,12,9
EMP00063,MGR015,Tecnologia,Arquiteto de Soluções,Sênior,Cultura Data-Driven,2026-05-25,2026-05-24 23:37:57,Platform Course,4,10
EMP00334,MGR060,People,Coordenador de RH,Júnior,GenAI para todos - Módulo básico,2026-05-25,2026-05-21 14:37:57,Live Meet,6,8
EMP00028,MGR001,Operações,Analista de Operações,Sênior,Cultura Data-Driven,2026-05-25,2026-05-22 17:37:57,Platform Course,4,10
EMP00297,MGR022,Tecnologia,Arquiteto de Soluções,Pleno,GenAI para todos - Módulo básico,2026-05-25,2026-05-14 15:37:57,Live Meet,6,10
EMP00026,MGR013,Operações,Coordenador Operacional,Júnior,Cultura Data-Driven,2026-05-25,2026-05-12 17:37:57,Live Meet,4,10
EMP00316,MGR022,Comercial,Gerente Comercial,Júnior,Cultura Data-Driven,2026-05-25,2026-05-21 21:37:57,Live Meet,4,8
EMP00279,MGR054,Tecnologia,Tech Lead,Sênior,Cultura Data-Driven,2026-05-25,2026-05-17 09:37:57,Live Meet,4,8
EMP00027,MGR048,Tecnologia,Tech Lead,Pleno,GenAI - Módulo Avançado,2026-05-25,2026-05-09 19:37:57,Live Meet,12,8
EMP00330,MGR002,Operações,Analista de Operações,Júnior,GenAI para todos - Módulo básico,2026-05-25,2026-05-24 22:37:57,Platform Course,6,9
EMP00119,MGR035,People,Coordenador de RH,Júnior,GenAI para todos - Módulo básico,2026-05-25,2026-05-20 23:37:57,Live Meet,6,10
EMP00344,MGR008,Tecnologia,Arquiteto de Soluções,Pleno,GenAI para todos - Módulo básico,2026-05-25,2026-05-21 21:37:57,Platform Course,6,10
EMP00038,MGR031,Dados & Analytics,Analytics Engineer,Júnior,Cultura Data-Driven,2026-05-25,2026-05-21 01:37:57,Platform Course,4,9
EMP00289,MGR049,Comercial,Gerente Comercial,Sênior,Cultura Data-Driven,2026-05-25,2026-05-23 05:37:57,Live Meet,4,8
EMP00010,MGR041,People,Coordenador de RH,Pleno,GenAI para todos - Módulo básico,2026-05-25,2026-05-24 04:37:57,Platform Course,6,8
EMP00018,MGR057,Marketing,Analista de Marketing,Pleno,GenAI - Módulo Avançado,2026-05-25,2026-05-10 18:37:57,Platform Course,12,10
EMP00010,MGR021,Dados & Analytics,Cientista de Dados,Sênior,Cultura Data-Driven,2026-05-25,2026-05-13 03:37:57,Platform Course,4,9
EMP00210,MGR046,Tecnologia,Engenheiro de Dados,Júnior,Cultura Data-Driven,2026-05-25,2026-05-22 02:37:57,Platform Course,4,7
EMP00334,,Financeiro,Analista Financeiro,Especialista,Cultura Data-Driven,2026-05-25,2026-05-10 03:37:57,Platform Course,4,10
EMP00315,MGR053,Comercial,Gerente Comercial,Sênior,GenAI para todos - Módulo básico,2026-05-25,2026-05-14 04:37:57,Live Meet,6,9
EMP00271,MGR058,Operações,Coordenador Operacional,Pleno,Cultura Data-Driven,2026-05-25,2026-05-06 17:37:57,Live Meet,4,8
EMP00289,MGR011,Operações,Analista de Operações,Pleno,GenAI - Módulo Avançado,2026-05-25,2026-05-13 20:37:57,Platform Course,12,10
EMP00316,MGR051,Dados & Analytics,Cientista de Dados,Júnior,GenAI para todos - Módulo básico,2026-05-25,2026-05-15 23:37:57,Live Meet,6,9
EMP00294,MGR007,Dados & Analytics,Cientista de Dados,Especialista,GenAI - Módulo Avançado,2026-05-25,2026-05-16 16:37:57,Live Meet,12,10
EMP00003,MGR031,Operações,Coordenador Operacional,Sênior,GenAI para todos - Módulo básico,2026-05-25,2026-05-17 15:37:57,Live Meet,6,9
EMP00029,MGR056,Jurídico,Advogado Corporativo,Pleno,GenAI - Módulo Avançado,2026-05-25,2026-05-21 13:37:57,Platform Course,12,7
EMP00140,MGR011,Dados & Analytics,Analytics Engineer,Pleno,GenAI para todos - Módulo básico,2026-05-25,2026-05-09 07:37:57,Platform Course,6,7
EMP00184,MGR050,Tecnologia,Engenheiro de Dados,Júnior,Cultura Data-Driven,2026-05-25,2026-05-23 04:37:57,Platform Course,4,10
EMP00299,MGR029,Marketing,Especialista em Growth,Pleno,Cultura Data-Driven,2026-05-25,2026-05-05 23:37:57,Platform Course,4,10
EMP00305,MGR048,Operações,Coordenador Operacional,Sênior,Cultura Data-Driven,2026-05-25,2026-05-05 17:37:57,Live Meet,4,8
EMP00191,MGR033,Comercial,Gerente Comercial,Pleno,Cultura Data-Driven,2026-05-25,2026-05-20 23:37:57,Platform Course,4,9
EMP00044,MGR009,Tecnologia,Arquiteto de Soluções,Pleno,GenAI - Módulo Avançado,2026-05-25,2026-05-18 16:37:57,Live Meet,12,9
EMP00206,MGR006,Dados & Analytics,Cientista de Dados,Sênior,Cultura Data-Driven,2026-05-25,2026-05-24 08:37:57,Platform Course,4,8
EMP00038,MGR005,Tecnologia,Desenvolvedor Backend,Pleno,GenAI - Módulo Avançado,2026-05-25,2026-05-10 14:37:57,Platform Course,12,9
EMP00196,MGR049,People,Analista de People,Júnior,Cultura Data-Driven,2026-05-25,2026-05-08 20:37:57,Live Meet,4,9
EMP00219,MGR054,Comercial,Inside Sales,Pleno,GenAI - Módulo Avançado,2026-05-25,2026-05-10 19:37:57,Live Meet,12,9
EMP00113,MGR009,Comercial,Inside Sales,Pleno,GenAI para todos - Módulo básico,2026-05-25,2026-05-10 17:37:57,Live Meet,6,8
EMP00235,MGR034,Comercial,Inside Sales,Pleno,GenAI para todos - Módulo básico,2026-05-25,2026-05-17 02:37:57,Platform Course,6,10
EMP00194,MGR005,Operações,Coordenador Operacional,Pleno,GenAI - Módulo Avançado,2026-05-25,2026-05-22 16:37:57,Platform Course,12,10
EMP00104,MGR035,Tecnologia,Engenheiro de Dados,Júnior,GenAI para todos - Módulo básico,2026-05-25,2026-05-16 19:37:57,Live Meet,6,8
EMP00238,MGR041,Tecnologia,Engenheiro de Dados,Sênior,Cultura Data-Driven,2026-05-25,2026-05-19 03:37:57,Live Meet,4,9
EMP00089,MGR005,Comercial,Executivo de Contas,Sênior,GenAI para todos - Módulo básico,2026-05-25,2026-05-14 12:37:57,Platform Course,6,9
EMP00003,MGR018,Tecnologia,Engenheiro de Dados,Pleno,GenAI para todos - Módulo básico,2026-05-25,2026-05-20 03:37:57,Platform Course,6,9
EMP00111,,Tecnologia,Tech Lead,Júnior,GenAI para todos - Módulo básico,2026-05-25,2026-05-23 23:37:57,Live Meet,6,9
EMP00152,MGR008,Dados & Analytics,Analista de BI,Pleno,GenAI para todos - Módulo básico,2026-05-25,2026-05-20 00:37:57,Platform Course,6,9
EMP00193,MGR045,Operações,Coordenador Operacional,,Cultura Data-Driven,2026-05-25,2026-05-24 13:37:57,Platform Course,4,10
EMP00305,MGR022,People,Coordenador de RH,Sênior,Cultura Data-Driven,2026-05-25,2026-05-14 14:37:57,Platform Course,4,9
EMP00161,MGR022,Tecnologia,Engenheiro de Dados,Pleno,GenAI para todos - Módulo básico,2026-05-25,2026-05-17 14:37:57,Platform Course,6,10
EMP00204,MGR051,Comercial,Inside Sales,Pleno,GenAI - Módulo Avançado,2026-05-25,2026-05-17 18:37:57,Platform Course,12,8
EMP00274,MGR016,Marketing,Especialista em Growth,Júnior,GenAI - Módulo Avançado,2026-05-25,2026-05-24 22:37:57,Live Meet,12,10
EMP00143,MGR015,Comercial,Gerente Comercial,Pleno,GenAI para todos - Módulo básico,2026-05-25,2026-05-17 11:37:57,Platform Course,6,8
EMP00137,MGR040,Marketing,Especialista em Growth,Júnior,GenAI para todos - Módulo básico,2026-05-25,2026-05-05 23:37:57,Live Meet,6,9
EMP00297,MGR049,Operações,Analista de Operações,Sênior,GenAI para todos - Módulo básico,2026-05-25,2026-05-19 01:37:57,Live Meet,6,8
EMP00291,MGR052,Financeiro,Controller,Júnior,Cultura Data-Driven,2026-05-25,2026-05-11 02:37:57,Platform Course,4,10
EMP00026,MGR046,Dados & Analytics,Cientista de Dados,Júnior,Cultura Data-Driven,2026-05-25,2026-05-17 09:37:57,Platform Course,4,9
EMP00142,MGR024,Comercial,Executivo de Contas,Júnior,Cultura Data-Driven,2026-05-25,2026-05-17 06:37:57,Platform Course,4,7
EMP00074,MGR010,Comercial,Gerente Comercial,Pleno,Cultura Data-Driven,2026-05-25,2026-05-06 04:37:57,Platform Course,4,8
EMP00161,MGR011,Tecnologia,Desenvolvedor Backend,Pleno,GenAI para todos - Módulo básico,2026-05-25,2026-05-09 09:37:57,Platform Course,6,8
EMP00008,MGR038,Operações,Analista de Operações,Júnior,GenAI - Módulo Avançado,2026-05-25,2026-05-10 07:37:57,Live Meet,12,7
EMP00219,MGR030,Financeiro,Controller,Especialista,GenAI para todos - Módulo básico,2026-05-25,2026-05-19 08:37:57,Platform Course,6,10
EMP00344,MGR036,Tecnologia,Tech Lead,Pleno,GenAI para todos - Módulo básico,2026-05-25,2026-05-21 09:37:57,Platform Course,6,8
EMP00139,MGR041,Comercial,Executivo de Contas,Sênior,Cultura Data-Driven,2026-05-25,2026-05-21 19:37:57,Live Meet,4,10
EMP00130,MGR039,People,Business Partner,Júnior,GenAI - Módulo Avançado,2026-05-25,2026-05-24 11:37:57,Live Meet,12,9
EMP00083,MGR054,Dados & Analytics,Cientista de Dados,Pleno,GenAI para todos - Módulo básico,2026-05-25,2026-05-13 03:37:57,Platform Course,6,9
EMP00276,MGR019,Tecnologia,Engenheiro de Dados,Júnior,GenAI para todos - Módulo básico,2026-05-25,2026-05-24 16:37:57,Platform Course,6,8
EMP00113,MGR056,People,Analista de People,Pleno,Cultura Data-Driven,2026-05-25,2026-05-25 13:37:57,Platform Course,4,7
EMP00106,MGR046,Tecnologia,Arquiteto de Soluções,Sênior,Cultura Data-Driven,2026-05-25,2026-05-07 22:37:57,Platform Course,4,9
EMP00023,,Dados & Analytics,Analista de BI,Pleno,GenAI - Módulo Avançado,2026-05-25,2026-05-07 16:37:57,Platform Course,12,8
EMP00331,MGR036,Financeiro,Analista Financeiro,Pleno,Cultura Data-Driven,2026-05-25,2026-05-13 03:37:57,Platform Course,4,9
EMP00130,MGR052,Tecnologia,Tech Lead,Júnior,Cultura Data-Driven,2026-05-25,2026-05-20 08:37:57,Platform Course,4,10
EMP00012,MGR056,Operações,Coordenador Operacional,Pleno,GenAI para todos - Módulo básico,2026-05-25,2026-05-17 19:37:57,Live Meet,6,10
EMP00324,MGR050,Tecnologia,Tech Lead,Pleno,Cultura Data-Driven,2026-05-25,2026-05-23 02:37:57,Live Meet,4,9
EMP00069,MGR052,Operações,Analista de Operações,Pleno,Cultura Data-Driven,2026-05-25,2026-05-24 06:37:57,Live Meet,4,9
EMP00067,MGR014,Comercial,Executivo de Contas,Sênior,Cultura Data-Driven,2026-05-25,2026-05-05 04:37:57,Platform Course,4,8
EMP00262,MGR042,Tecnologia,Tech Lead,Júnior,Cultura Data-Driven,2026-05-25,2026-05-23 04:37:57,Platform Course,4,8
EMP00150,MGR002,Tecnologia,Desenvolvedor Backend,Júnior,GenAI para todos - Módulo básico,2026-05-25,2026-05-22 07:37:57,Platform Course,6,9
EMP00247,MGR014,Tecnologia,Engenheiro de Dados,,Cultura Data-Driven,2026-05-25,2026-05-11 13:37:57,Live Meet,4,8
EMP00023,MGR017,Tecnologia,Engenheiro de Dados,Pleno,GenAI para todos - Módulo básico,2026-05-25,2026-05-13 23:37:57,Platform Course,6,10
EMP00297,MGR010,Jurídico,Advogado Corporativo,Pleno,Cultura Data-Driven,2026-05-25,2026-05-18 19:37:57,Platform Course,4,7
EMP00040,MGR008,Operações,Coordenador Operacional,Sênior,Cultura Data-Driven,2026-05-25,2026-05-16 15:37:57,Live Meet,4,8
EMP00303,MGR008,Comercial,Inside Sales,Júnior,Cultura Data-Driven,2026-05-25,2026-05-20 22:37:57,Platform Course,4,7
EMP00271,MGR002,Operações,Analista de Operações,Sênior,GenAI - Módulo Avançado,2026-05-25,2026-05-19 13:37:57,Live Meet,12,9
EMP00238,MGR002,Comercial,Gerente Comercial,Pleno,GenAI para todos - Módulo básico,2026-05-25,2026-05-11 00:37:57,Platform Course,6,7
EMP00136,MGR005,Tecnologia,Desenvolvedor Backend,Júnior,GenAI - Módulo Avançado,2026-05-25,2026-05-24 09:37:57,Platform Course,12,8
EMP00289,MGR046,Operações,Coordenador Operacional,Júnior,GenAI para todos - Módulo básico,2026-05-25,2026-05-10 22:37:57,Live Meet,6,8
EMP00262,MGR050,Tecnologia,Tech Lead,Júnior,GenAI - Módulo Avançado,2026-05-25,2026-05-18 13:37:57,Live Meet,12,9
EMP00110,MGR010,Operações,Analista de Operações,Pleno,Cultura Data-Driven,2026-05-25,2026-05-22 20:37:57,Platform Course,4,9
EMP00210,MGR014,Tecnologia,Arquiteto de Soluções,,GenAI - Módulo Avançado,2026-05-25,2026-05-09 23:37:57,Live Meet,12,8
EMP00016,MGR005,Tecnologia,Tech Lead,Pleno,GenAI para todos - Módulo básico,2026-05-25,2026-05-25 01:37:57,Live Meet,6,10
EMP00094,MGR025,Jurídico,Advogado Corporativo,Sênior,GenAI para todos - Módulo básico,2026-05-25,2026-05-20 03:37:57,Platform Course,6,8
EMP00177,MGR049,Operações,Coordenador Operacional,Júnior,GenAI para todos - Módulo básico,2026-05-25,2026-05-11 14:37:57,Platform Course,6,9
EMP00282,MGR035,Dados & Analytics,Analista de BI,Sênior,Cultura Data-Driven,2026-05-25,2026-05-09 10:37:57,Live Meet,4,10
EMP00109,MGR020,Comercial,Inside Sales,Sênior,Cultura Data-Driven,2026-05-25,2026-05-16 01:37:57,Platform Course,4,9
EMP00018,MGR003,Comercial,Inside Sales,Júnior,GenAI para todos - Módulo básico,2026-05-25,2026-05-11 02:37:57,Platform Course,6,9
EMP00189,MGR006,Dados & Analytics,Analytics Engineer,Júnior,GenAI para todos - Módulo básico,2026-05-25,2026-05-13 10:37:57,Platform Course,6,8
EMP00146,MGR014,Tecnologia,Arquiteto de Soluções,Júnior,Cultura Data-Driven,2026-05-25,2026-05-15 01:37:57,Platform Course,4,7
EMP00345,MGR030,Dados & Analytics,Cientista de Dados,Pleno,GenAI para todos - Módulo básico,2026-05-25,2026-05-12 02:37:57,Live Meet,6,8
EMP00292,MGR052,Comercial,Executivo de Contas,Júnior,Cultura Data-Driven,2026-05-25,2026-05-22 07:37:57,Platform Course,4,7
EMP00211,MGR018,Dados & Analytics,Cientista de Dados,Sênior,Cultura Data-Driven,2026-05-25,2026-05-09 05:37:57,Live Meet,4,7
EMP00078,MGR031,Tecnologia,Arquiteto de Soluções,Sênior,GenAI - Módulo Avançado,2026-05-25,2026-05-13 21:37:57,Platform Course,12,9
EMP00197,MGR032,Dados & Analytics,Cientista de Dados,Sênior,Cultura Data-Driven,2026-05-25,2026-05-16 13:37:57,Platform Course,4,9
EMP00265,MGR015,Financeiro,Analista Financeiro,Júnior,GenAI para todos - Módulo básico,2026-05-25,2026-05-13 21:37:57,Live Meet,6,9
EMP00206,MGR031,Tecnologia,Tech Lead,Júnior,GenAI - Módulo Avançado,2026-05-25,2026-05-20 01:37:57,Platform Course,12,8
EMP00158,MGR001,Comercial,Inside Sales,Pleno,Cultura Data-Driven,2026-05-25,2026-05-09 09:37:57,Platform Course,4,9
EMP00230,MGR036,Tecnologia,Engenheiro de Dados,Júnior,GenAI para todos - Módulo básico,2026-05-25,2026-05-21 08:37:57,Platform Course,6,9
EMP00160,MGR006,Tecnologia,Engenheiro de Dados,Sênior,Cultura Data-Driven,2026-05-25,2026-05-13 06:37:57,Platform Course,4,10
EMP00191,MGR029,Dados & Analytics,Analista de BI,Sênior,GenAI para todos - Módulo básico,2026-05-25,2026-05-06 03:37:57,Platform Course,6,8
EMP00263,MGR041,Dados & Analytics,Analytics Engineer,Pleno,GenAI para todos - Módulo básico,2026-05-25,2026-05-12 18:37:57,Live Meet,6,8
EMP00025,MGR033,Marketing,Analista de Marketing,Júnior,GenAI para todos - Módulo básico,2026-05-25,2026-05-19 11:37:57,Platform Course,6,7
EMP00054,MGR009,Tecnologia,Arquiteto de Soluções,Júnior,Cultura Data-Driven,2026-05-25,2026-05-12 16:37:57,Live Meet,4,9
EMP00236,MGR020,Dados & Analytics,Cientista de Dados,Sênior,GenAI para todos - Módulo básico,2026-05-25,2026-05-25 17:37:57,Platform Course,6,9
EMP00087,MGR043,Operações,Analista de Operações,Júnior,Cultura Data-Driven,2026-05-25,2026-05-09 05:37:57,Platform Course,4,9
EMP00115,MGR014,Tecnologia,Arquiteto de Soluções,Especialista,Cultura Data-Driven,2026-05-25,2026-05-16 14:37:57,Platform Course,4,8
EMP00329,MGR045,Tecnologia,Desenvolvedor Backend,Pleno,Cultura Data-Driven,2026-05-25,2026-05-19 12:37:57,Platform Course,4,8
EMP00012,MGR050,Tecnologia,Desenvolvedor Backend,Pleno,Cultura Data-Driven,2026-05-25,2026-05-22 14:37:57,Platform Course,4,8
EMP00065,MGR041,People,Analista de People,Júnior,GenAI para todos - Módulo básico,2026-05-25,2026-05-24 23:37:57,Platform Course,6,8
EMP00279,MGR059,Operações,Coordenador Operacional,Júnior,GenAI - Módulo Avançado,2026-05-25,2026-05-08 17:37:57,Live Meet,12,8
EMP00348,MGR024,Tecnologia,Desenvolvedor Backend,Sênior,GenAI - Módulo Avançado,2026-05-25,2026-05-09 09:37:57,Live Meet,12,10
EMP00286,MGR005,Operações,Analista de Operações,Júnior,Cultura Data-Driven,2026-05-25,2026-05-08 17:37:57,Live Meet,4,8
EMP00011,MGR005,Operações,Analista de Operações,Júnior,GenAI - Módulo Avançado,2026-05-25,2026-05-13 04:37:57,Live Meet,12,9
EMP00196,MGR012,Operações,Analista de Operações,Pleno,Cultura Data-Driven,2026-05-25,2026-05-20 05:37:57,Platform Course,4,9
EMP00009,MGR060,Marketing,Analista de Marketing,Especialista,GenAI para todos - Módulo básico,2026-05-25,2026-05-17 18:37:57,Live Meet,6,7
EMP00008,MGR028,Tecnologia,Desenvolvedor Backend,Pleno,GenAI para todos - Módulo básico,2026-05-25,2026-05-13 14:37:57,Platform Course,6,9
EMP00164,MGR021,Dados & Analytics,Analytics Engineer,Sênior,Cultura Data-Driven,2026-05-25,2026-05-21 10:37:57,Platform Course,4,8
EMP00170,MGR055,Tecnologia,Desenvolvedor Backend,Júnior,GenAI para todos - Módulo básico,2026-05-25,2026-05-13 04:37:57,Platform Course,6,8
EMP00008,MGR035,Tecnologia,Engenheiro de Dados,Júnior,GenAI para todos - Módulo básico,2026-05-25,2026-05-07 07:37:57,Platform Course,6,9
EMP00241,MGR008,Comercial,Inside Sales,Pleno,Cultura Data-Driven,2026-05-25,2026-05-14 01:37:57,Platform Course,4,9
EMP00008,MGR015,Dados & Analytics,Analista de BI,Pleno,Cultura Data-Driven,2026-05-25,2026-05-22 14:37:57,Live Meet,4,9
EMP00280,MGR045,Tecnologia,Desenvolvedor Backend,Pleno,Cultura Data-Driven,2026-05-25,2026-05-11 04:37:57,Platform Course,4,8
EMP00338,MGR039,Operações,Coordenador Operacional,Pleno,Cultura Data-Driven,2026-05-25,2026-05-13 12:37:57,Live Meet,4,8
EMP00052,MGR038,Tecnologia,Tech Lead,Pleno,GenAI para todos - Módulo básico,2026-05-25,2026-05-17 12:37:57,Live Meet,6,8
EMP00349,MGR014,Dados & Analytics,Analista de BI,Pleno,GenAI - Módulo Avançado,2026-05-25,2026-05-26 01:37:57,Platform Course,12,10
EMP00098,MGR016,Operações,Coordenador Operacional,Pleno,GenAI - Módulo Avançado,2026-05-25,2026-05-15 15:37:57,Platform Course,12,10
EMP00290,MGR007,Tecnologia,Arquiteto de Soluções,Sênior,GenAI para todos - Módulo básico,2026-05-25,2026-05-18 13:37:57,Platform Course,6,10
EMP00209,MGR040,Tecnologia,Arquiteto de Soluções,Júnior,GenAI - Módulo Avançado,2026-05-25,2026-05-05 20:37:57,Live Meet,12,9
EMP00296,MGR025,Operações,Coordenador Operacional,Pleno,GenAI para todos - Módulo básico,2026-05-25,2026-05-19 07:37:57,Platform Course,6,8
EMP00148,MGR030,Jurídico,Analista Jurídico,Júnior,GenAI para todos - Módulo básico,2026-05-25,2026-05-05 21:37:57,Live Meet,6,10
EMP00138,MGR019,Tecnologia,Arquiteto de Soluções,Pleno,GenAI para todos - Módulo básico,2026-05-25,2026-05-16 12:37:57,Platform Course,6,9
EMP00035,MGR013,Comercial,Gerente Comercial,Especialista,GenAI - Módulo Avançado,2026-05-25,2026-05-18 09:37:57,Live Meet,12,10
EMP00279,MGR001,Marketing,Analista de Marketing,Pleno,Cultura Data-Driven,2026-05-25,2026-05-16 22:37:57,Platform Course,4,9
EMP00172,MGR027,Dados & Analytics,Cientista de Dados,Júnior,Cultura Data-Driven,2026-05-25,2026-05-22 01:37:57,Platform Course,4,8
