task_id,task_title,task_type,project,sprint_id,sprint_name,squad,team,assignee,reporter,priority,status,story_points,estimated_hours,labels,environment,created_at,started_at,completed_at,sprint_start_date,sprint_end_date,updated_at
TASK-00104,Improve Search Performance,Spike,Mobile App,SPR-2025-15,Sprint 15,Core,Operations,Chris Lee,Morgan Davis,Low,TESTING,13,8,etl,UAT,2025-07-26,2025-07-27,,2025-07-16,2025-07-29,2025-07-27 00:00:00
TASK-00105,Create Usage Dashboard,Spike,Marketplace,SPR-2025-23,Sprint 23,Growth,Architecture,Taylor Brown,Avery Lewis,Medium,Done,8,16,"mobile, Ux",PROD,2025-11-06,2025-11-06,2025-11-17,2025-11-05,2025-11-18,2025-11-18 00:00:00
TASK-00106,Fix API Response Validation,Technical Debt,Mobile App,SPR-2025-01,Sprint 1,Platform,Analytics,Casey Johnson,Drew Walker,Medium,Testing,2,8,"etl, security",QA,2025-01-04,2025-01-05,,2025-01-01,2025-01-14,2025-01-13 00:00:00
TASK-00107,checkout button not responding,Story,Backoffice,SPR-2025-20,Sprint 20,Data,Operations,Sam Wilson,Jamie White,High,Done,8,16,"ux, api",QA,2025-10-03,2025-10-03,2025-10-07,2025-09-24,2025-10-07,2025-10-13 00:00:00
TASK-00108,Update Documentation,Story,Data Platform,SPR-2025-15,Sprint 15,Growth,Analytics,Taylor Brown,Drew Walker,Critical,Done,8,12,"Genai, performance",UAT,2025-07-25,2025-07-25,2025-08-02,2025-07-16,2025-07-29,2025-07-30 00:00:00
TASK-00109,Optimize Database Query,Spike,Data Platform,SPR-2025-15,Sprint 15,Platform,Product,Casey Johnson,Morgan Davis,High,Done,1,12,"backend, mobile",QA,2025-07-25,2025-07-28,2025-07-30,2025-07-16,2025-07-29,2025-07-31 00:00:00
TASK-00110,Create Usage Dashboard,Bug,Customer Portal,SPR-2025-24,Sprint 24,Core,Product,Sam Wilson,Jamie White,Medium,Done,1,16,"api, security, data",QA,2025-11-28,2025-11-30,2025-12-07,2025-11-19,2025-12-02,2025-12-05 00:00:00
TASK-00111,Update Documentation,Task,Identity Service,SPR-2025-05,Sprint 5,Platform,Operations,Casey Johnson,Robin Clark,High,Done,5,24,ux,DEV,2025-03-03,2025-03-04,2025-03-12,2025-02-26,2025-03-11,2025-03-05 00:00:00
TASK-00112,Implement MFA Authentication,Task,Identity Service,SPR-2025-24,Sprint 24,Growth,Product,Jane Doe,Avery Lewis,Medium,Done,3,8,performance,DEV,2025-11-26,2025-11-28,2025-12-05,2025-11-19,2025-12-02,2025-11-29 00:00:00
TASK-00113,Implement MFA Authentication,Story,Mobile App,SPR-2025-06,Sprint 6,Core,Analytics,Taylor Brown,Avery Lewis,Medium,To Do,3,8h,"data, backend",DEV,2025-03-19,2025-03-22,,2025-03-12,2025-03-25,2025-03-22 00:00:00
TASK-00114,Create Monitoring Alerts,Spike,Mobile App,SPR-2025-01,Sprint 1,Marketplace,Product,Jane Doe,Robin Clark,LOW,To Do,3,40,GENAI,UAT,2025-01-04,2025-01-07,,2025-01-01,2025-01-14,2025-01-13 00:00:00
TASK-00115,Create Monitoring Alerts,Bug,Customer Portal,SPR-2025-05,Sprint 5,Growth,Architecture,Jordan Miller,Robin Clark,Medium,Done,13,24,"performance, GENAI",PROD,2025-03-04,2025-03-05,2025-03-07,2025-02-26,2025-03-11,2025-03-14 00:00:00
TASK-00116,Update API Documentation,Spike,Data Platform,SPR-2025-05,Sprint 5,Marketplace,Product,Taylor Brown,Avery Lewis,High,Done,13 pts,40,"mobile, Etl",PROD,2025-03-01,2025-03-03,2025-03-13,2025-02-26,2025-03-11,2025-03-04 00:00:00
TASK-00117,refactor notification service,Bug,Data Platform,SPR-2025-08,Sprint 8,Data,Product,John Doe,Avery Lewis,Critical,Done,13,12,frontend,UAT,2025-04-16,2025-04-16,2025-04-22,2025-04-09,2025-04-22,2025-04-29 00:00:00
TASK-00118,optimize database query,Story,Mobile App,SPR-2025-14,Sprint 14,Data,Product,Jordan Miller,Morgan Davis,Low,Done,2,4,"performance, backend",PROD,2025-07-08,2025-07-08,2025-07-11,2025-07-02,2025-07-15,2025-07-09 00:00:00
TASK-00119,Login Error,Technical Debt,Mobile App,SPR-2025-10,Sprint 10,Platform,Architecture,Jane Doe,Avery Lewis,High,In Progress,13,8,"backend, frontend",PROD,2025-05-17,2025-05-18,,2025-05-07,2025-05-20,2025-05-28 00:00:00
TASK-00120,Review Access Permissions,Spike,Customer Portal,SPR-2025-02,Sprint 2,Data,Product,Jordan Miller,Jamie White,Low,Done,8 pts,40,frontend,UAT,2025-01-22,2025-01-23,2025-01-25,2025-01-15,2025-01-28,2025-01-29 00:00:00
TASK-00121,Create Monitoring Alerts,Bug,Data Platform,SPR-2025-14,Sprint 14,Data,Analytics,Sam Wilson,Drew Walker,Low,Done,8,12h,"data, performance",QA,2025-07-07,2025-07-09,2025-07-11,2025-07-02,2025-07-15,2025-07-21 00:00:00
TASK-00122,Improve Error Handling,Task,Mobile App,SPR-2025-12,Sprint 12,Data,Architecture,Taylor Brown,Avery Lewis,Medium,Blocked,5 pts,16,"frontend, security, performance",PROD,2025-06-13,2025-06-16,,2025-06-04,2025-06-17,2025-06-14 00:00:00
TASK-00123,Create Monitoring Alerts,Task,Data Platform,SPR-2025-05,Sprint 5,Core,Analytics,Chris Lee,Avery Lewis,High,To Do,13 pts,2,"ux, backend, frontend",UAT,2025-03-02,2025-03-02,,2025-02-26,2025-03-11,2025-03-09 00:00:00
TASK-00124,Improve Search Performance,Task,Identity Service,SPR-2025-03,Sprint 3,Marketplace,Architecture,John Doe,Jamie White,Critical,Done,1,40,"genai, DATA",UAT,2025-02-01,2025-02-02,2025-02-05,2025-01-29,2025-02-11,2025-02-05 00:00:00
TASK-00125,Optimize Database Query,Story,Mobile App,SPR-2025-03,Sprint 3,Growth,Product,Taylor Brown,Jamie White,MEDIUM,DONE,5,16,backend,QA,2025-02-01,2025-02-03,2025-02-08,2025-01-29,2025-02-11,2025-02-13 00:00:00
TASK-00126,Login Error,Technical Debt,Marketplace,SPR-2025-12,Sprint 12,Marketplace,Operations,Casey Johnson,Morgan Davis,Medium,Done,5,2,"backend, FRONTEND",PROD,2025-06-14,2025-06-14,2025-06-16,2025-06-04,2025-06-17,2025-06-27 00:00:00
TASK-00127,Data Sync Failure,Technical Debt,Customer Portal,SPR-2025-06,Sprint 6,Marketplace,Architecture,John Doe,Avery Lewis,Low,Blocked,8,8,"genai, Frontend, Backend",UAT,2025-03-17,2025-03-18,,2025-03-12,2025-03-25,2025-04-01 00:00:00
TASK-00128,Improve Mobile Responsiveness,Technical Debt,Customer Portal,SPR-2025-18,Sprint 18,Data,Product,Taylor Brown,Jamie White,Low,Blocked,2 pts,40,genai,UAT,2025-09-03,2025-09-05,,2025-08-27,2025-09-09,2025-09-04 00:00:00
TASK-00129,Create Usage Dashboard,Technical Debt,Data Platform,SPR-2025-08,Sprint 8,Data,Operations,John Doe,Morgan Davis,High,Done,13,16h,"security, api, mobile",DEV,2025-04-18,2025-04-21,2025-04-24,2025-04-09,2025-04-22,2025-04-25 00:00:00
TASK-00130,Implement MFA Authentication,Task,Mobile App,SPR-2025-20,Sprint 20,Platform,Operations,Jane Doe,Robin Clark,High,DONE,3 pts,4,backend,UAT,2025-09-27,2025-09-27,2025-10-07,2025-09-24,2025-10-07,2025-10-07 00:00:00
TASK-00131,Refactor Notification Service,Spike,Backoffice,SPR-2025-05,Sprint 5,Growth,Engineering,Chris Lee,Drew Walker,High,Done,8,12,"data, api, etl",QA,2025-02-28,2025-03-03,2025-03-14,2025-02-26,2025-03-11,2025-03-03 00:00:00
TASK-00132,Create Usage Dashboard,Bug,Identity Service,SPR-2025-16,Sprint 16,Growth,Product,Jordan Miller,Avery Lewis,Low,Done,13,8,"mobile, performance",PROD,2025-08-01,2025-08-03,2025-08-09,2025-07-30,2025-08-12,2025-08-06 00:00:00
TASK-00133,Review Access Permissions,Spike,Customer Portal,SPR-2025-14,Sprint 14,Marketplace,Product,Jane Doe,Robin Clark,Medium,Done,1,2,"DATA, Backend",PROD,2025-07-09,2025-07-12,2025-07-20,2025-07-02,2025-07-15,2025-07-09 00:00:00
TASK-00134,Improve Search Performance,Spike,Customer Portal,SPR-2025-14,Sprint 14,Growth,Analytics,John Doe,Avery Lewis,Medium,Done,8,24,"DATA, performance, mobile",DEV,2025-07-12,2025-07-13,2025-07-14,2025-07-02,2025-07-15,2025-07-21 00:00:00
TASK-00135,Create Usage Dashboard,Spike,Mobile App,SPR-2025-22,Sprint 22,Platform,Operations,Casey Johnson,Robin Clark,Low,IN PROGRESS,1,12,"Data, backend, ux",QA,2025-11-01,2025-11-04,,2025-10-22,2025-11-04,2025-11-09 00:00:00
TASK-00136,Broken Navigation Menu,Spike,Identity Service,SPR-2025-19,Sprint 19,Growth,Architecture,Alex Smith,Morgan Davis,Critical,Done,8,2,"ux, etl, genai",PROD,2025-09-10,2025-09-11,2025-09-13,2025-09-10,2025-09-23,2025-09-15 00:00:00
TASK-00137,Add Audit Logging,Spike,Backoffice,SPR-2025-06,Sprint 6,Platform,Analytics,Casey Johnson,Morgan Davis,Medium,In Progress,3,24,backend,PROD,2025-03-15,2025-03-16,,2025-03-12,2025-03-25,2025-03-18 00:00:00
TASK-00138,Improve Search Performance,Spike,Mobile App,SPR-2025-14,Sprint 14,Core,Analytics,Taylor Brown,Morgan Davis,Low,Done,8,12,"Genai, performance, frontend",PROD,2025-07-04,2025-07-05,2025-07-07,2025-07-02,2025-07-15,2025-07-12 00:00:00
TASK-00139,Fix User Profile Update,Spike,Customer Portal,SPR-2025-12,Sprint 12,Core,Operations,Chris Lee,Morgan Davis,Low,Done,2,24,"data, UX",QA,2025-06-04,2025-06-06,2025-06-11,2025-06-04,2025-06-17,2025-06-06 00:00:00
TASK-00140,REVIEW ACCESS PERMISSIONS,Task,Data Platform,SPR-2025-10,Sprint 10,Core,Architecture,Jordan Miller,Morgan Davis,Medium,In Progress,2,4h,security,DEV,2025-05-15,2025-05-18,,2025-05-07,2025-05-20,2025-05-22 00:00:00
TASK-00141,Review Access Permissions,Technical Debt,Customer Portal,SPR-2025-12,Sprint 12,Data,Engineering,Taylor Brown,Robin Clark,High,In Progress,3,24h,UX,PROD,2025-06-11,2025-06-14,,2025-06-04,2025-06-17,2025-06-11 00:00:00
TASK-00142,Update API Documentation,Task,Identity Service,SPR-2025-22,Sprint 22,CX,Architecture,Jordan Miller,Drew Walker,Medium,Blocked,3,24,"ux, security",DEV,2025-10-22,2025-10-25,,2025-10-22,2025-11-04,2025-10-22 00:00:00
TASK-00143,Checkout Button Not Responding,Technical Debt,Marketplace,SPR-2025-17,Sprint 17,Marketplace,Analytics,Alex Smith,Morgan Davis,critical,Done,3,40,"data, mobile, API",PROD,2025-08-23,2025-08-25,2025-08-30,2025-08-13,2025-08-26,2025-09-01 00:00:00
TASK-00144,Review Access Permissions,Story,Data Platform,SPR-2025-09,Sprint 9,Growth,Operations,Alex Smith,Robin Clark,High,DONE,2,24,"security, etl, data",QA,2025-04-29,2025-05-02,2025-05-14,2025-04-23,2025-05-06,2025-05-09 00:00:00
TASK-00145,Add Audit Logging,Technical Debt,Mobile App,SPR-2025-21,Sprint 21,Core,Engineering,Jane Doe,Avery Lewis,High,Done,8,40,performance,UAT,2025-10-09,2025-10-10,2025-10-15,2025-10-08,2025-10-21,2025-10-22 00:00:00
TASK-00146,Review Access Permissions,Story,Backoffice,SPR-2025-02,Sprint 2,Data,Operations,Jane Doe,Jamie White,Critical,Blocked,13,2,"API, security, frontend",PROD,2025-01-17,2025-01-18,,2025-01-15,2025-01-28,2025-01-30 00:00:00
TASK-00147,Broken Navigation Menu,Task,Customer Portal,SPR-2025-13,Sprint 13,Growth,Product,Sam Wilson,Robin Clark,High,DONE,8,24h,"mobile, Performance, security",PROD,2025-06-24,2025-06-27,2025-07-01,2025-06-18,2025-07-01,2025-07-04 00:00:00
TASK-00148,Broken Navigation Menu,Technical Debt,Backoffice,SPR-2025-14,Sprint 14,Data,Product,Chris Lee,Morgan Davis,Medium,Testing,5 pts,4,mobile,PROD,2025-07-12,2025-07-13,,2025-07-02,2025-07-15,2025-07-20 00:00:00
TASK-00149,LOGIN ERROR,Bug,Data Platform,SPR-2025-18,Sprint 18,Core,Product,Sam Wilson,Drew Walker,Low,DONE,5,8,mobile,QA,2025-09-05,2025-09-05,2025-09-07,2025-08-27,2025-09-09,2025-09-18 00:00:00
TASK-00150,Fix User Profile Update,Spike,Data Platform,SPR-2025-04,Sprint 4,Data,Product,John Doe,Morgan Davis,Medium,Testing,8,8,"api, frontend",DEV,2025-02-20,2025-02-20,,2025-02-12,2025-02-25,2025-03-07 00:00:00
TASK-00151,Fix ETL Pipeline Failure,Bug,Mobile App,SPR-2025-05,Sprint 5,Data,Engineering,Chris Lee,Robin Clark,High,Done,1 pts,4,"security, Performance",PROD,2025-02-27,2025-02-27,2025-03-04,2025-02-26,2025-03-11,2025-03-07 00:00:00
TASK-00152,Improve Mobile Responsiveness,Bug,Customer Portal,SPR-2025-24,Sprint 24,Growth,Operations,Casey Johnson,Drew Walker,High,Done,13,40,Backend,PROD,2025-11-20,2025-11-22,2025-11-29,2025-11-19,2025-12-02,2025-11-25 00:00:00
TASK-00153,Update Documentation,Technical Debt,Customer Portal,SPR-2025-20,Sprint 20,Marketplace,Analytics,Jane Doe,Avery Lewis,Critical,Done,5,2,"frontend, etl",QA,2025-09-30,2025-10-02,2025-10-14,2025-09-24,2025-10-07,2025-10-15 00:00:00
TASK-00154,UPDATE API DOCUMENTATION,Technical Debt,Customer Portal,SPR-2025-12,Sprint 12,CX,Operations,Jordan Miller,Jamie White,Medium,In Progress,5,40,"security, mobile",DEV,2025-06-14,2025-06-17,,2025-06-04,2025-06-17,2025-06-28 00:00:00
TASK-00155,refactor notification service,Spike,Data Platform,SPR-2025-15,Sprint 15,Platform,Product,Taylor Brown,Avery Lewis,Critical,To Do,1,12h,"frontend, backend, data",UAT,2025-07-25,2025-07-28,,2025-07-16,2025-07-29,2025-08-09 00:00:00
TASK-00156,FIX ETL PIPELINE FAILURE,Spike,Mobile App,SPR-2025-23,Sprint 23,Platform,Architecture,Taylor Brown,Jamie White,High,Done,3,8,api,DEV,2025-11-15,2025-11-17,2025-11-28,2025-11-05,2025-11-18,2025-11-27 00:00:00
TASK-00157,User Session Timeout,Bug,Backoffice,SPR-2025-07,Sprint 7,Core,Architecture,Casey Johnson,Drew Walker,Low,Done,5,16,GENAI,QA,2025-04-02,2025-04-03,2025-04-10,2025-03-26,2025-04-08,2025-04-07 00:00:00
TASK-00158,Create Monitoring Alerts,Technical Debt,Identity Service,SPR-2025-24,Sprint 24,Marketplace,Architecture,Sam Wilson,Drew Walker,Critical,Done,13,8,"data, Genai",UAT,2025-11-21,2025-11-21,2025-11-27,2025-11-19,2025-12-02,2025-11-27 00:00:00
TASK-00159,Create Usage Dashboard,Bug,Mobile App,SPR-2025-07,Sprint 7,Core,Engineering,John Doe,Morgan Davis,High,Done,3,16,"ux, etl, DATA",QA,2025-03-29,2025-03-31,2025-04-03,2025-03-26,2025-04-08,2025-04-06 00:00:00
TASK-00160,Checkout Button Not Responding,Task,Identity Service,SPR-2025-06,Sprint 6,Marketplace,Product,Jordan Miller,Avery Lewis,Low,in progress,5,40,"mobile, etl, ux",PROD,2025-03-16,2025-03-18,,2025-03-12,2025-03-25,2025-03-26 00:00:00
TASK-00161,Fix ETL Pipeline Failure,Bug,Customer Portal,SPR-2025-18,Sprint 18,Data,Architecture,Jane Doe,Avery Lewis,High,Done,8,4,data,DEV,2025-08-27,2025-08-27,2025-09-04,2025-08-27,2025-09-09,2025-09-09 00:00:00
TASK-00162,OPTIMIZE DATABASE QUERY,Task,Backoffice,SPR-2025-09,Sprint 9,Data,Engineering,Jane Doe,Drew Walker,Critical,In Progress,2 pts,8,"performance, data, GENAI",QA,2025-05-01,2025-05-03,,2025-04-23,2025-05-06,2025-05-14 00:00:00
TASK-00163,Implement MFA Authentication,Technical Debt,Customer Portal,SPR-2025-18,Sprint 18,Growth,Analytics,Jordan Miller,Morgan Davis,High,To Do,2,16,"frontend, backend, security",PROD,2025-09-04,2025-09-07,,2025-08-27,2025-09-09,2025-09-12 00:00:00
TASK-00164,Broken Navigation Menu,Technical Debt,Backoffice,SPR-2025-18,Sprint 18,Growth,Product,Taylor Brown,Jamie White,Critical,Blocked,3,4,Backend,PROD,2025-08-31,2025-08-31,,2025-08-27,2025-09-09,2025-09-03 00:00:00
TASK-00165,UPDATE DOCUMENTATION,Task,Marketplace,SPR-2025-07,Sprint 7,Core,Operations,Jordan Miller,Avery Lewis,HIGH,Done,1 pts,40,performance,UAT,2025-04-03,2025-04-06,2025-04-18,2025-03-26,2025-04-08,2025-04-03 00:00:00
TASK-00166,Fix API Response Validation,Bug,Marketplace,SPR-2025-13,Sprint 13,Data,Architecture,Taylor Brown,Jamie White,Low,Done,1,16,"data, backend, performance",PROD,2025-06-28,2025-06-28,2025-07-08,2025-06-18,2025-07-01,2025-07-07 00:00:00
TASK-00167,Broken Navigation Menu,Task,Customer Portal,SPR-2025-21,Sprint 21,Core,Architecture,Alex Smith,Jamie White,Low,Done,8,2h,"ux, etl, backend",QA,2025-10-10,2025-10-12,2025-10-24,2025-10-08,2025-10-21,2025-10-17 00:00:00
TASK-00168,Review Access Permissions,Task,Data Platform,SPR-2025-20,Sprint 20,Data,Engineering,Jane Doe,Robin Clark,Critical,In Progress,1,2,performance,DEV,2025-09-28,2025-09-29,,2025-09-24,2025-10-07,2025-10-04 00:00:00
TASK-00169,review access permissions,Task,Customer Portal,SPR-2025-11,Sprint 11,Marketplace,Analytics,Casey Johnson,Avery Lewis,High,Testing,5,8,ux,PROD,2025-05-28,2025-05-31,,2025-05-21,2025-06-03,2025-06-08 00:00:00
TASK-00170,Optimize Database Query,Bug,Backoffice,SPR-2025-10,Sprint 10,CX,Operations,Taylor Brown,Morgan Davis,Medium,In Progress,2,24h,frontend,UAT,2025-05-14,2025-05-14,,2025-05-07,2025-05-20,2025-05-29 00:00:00
TASK-00171,checkout button not responding,Story,Identity Service,SPR-2025-21,Sprint 21,Marketplace,Operations,Chris Lee,Morgan Davis,Low,Done,8 pts,4,"api, Etl, performance",QA,2025-10-10,2025-10-12,2025-10-22,2025-10-08,2025-10-21,2025-10-25 00:00:00
TASK-00172,Create Monitoring Alerts,Task,Backoffice,SPR-2025-08,Sprint 8,CX,Architecture,Alex Smith,Avery Lewis,High,DONE,5,2,"backend, etl",PROD,2025-04-10,2025-04-12,2025-04-16,2025-04-09,2025-04-22,2025-04-21 00:00:00
TASK-00173,Create Monitoring Alerts,Bug,Backoffice,SPR-2025-19,Sprint 19,Marketplace,Analytics,Taylor Brown,Jamie White,High,Done,5,2,Genai,QA,2025-09-20,2025-09-20,2025-09-24,2025-09-10,2025-09-23,2025-09-25 00:00:00
TASK-00174,Improve Search Performance,Technical Debt,Customer Portal,SPR-2025-12,Sprint 12,Data,Architecture,John Doe,Drew Walker,Critical,Done,8,40,Frontend,QA,2025-06-13,2025-06-13,2025-06-19,2025-06-04,2025-06-17,2025-06-14 00:00:00
TASK-00175,Login Error,Technical Debt,Customer Portal,SPR-2025-06,Sprint 6,CX,Engineering,Sam Wilson,Jamie White,High,Done,2,12,mobile,UAT,2025-03-16,2025-03-17,2025-03-27,2025-03-12,2025-03-25,2025-03-30 00:00:00
TASK-00176,IMPROVE SEARCH PERFORMANCE,Technical Debt,Mobile App,SPR-2025-20,Sprint 20,Marketplace,Operations,Jordan Miller,Robin Clark,Critical,In Progress,8 pts,12,"FRONTEND, etl, backend",DEV,2025-10-03,2025-10-03,,2025-09-24,2025-10-07,2025-10-16 00:00:00
TASK-00177,review access permissions,Technical Debt,Mobile App,SPR-2025-08,Sprint 8,CX,Product,Jordan Miller,Jamie White,Medium,Done,2,2,"UX, data, MOBILE",UAT,2025-04-16,2025-04-19,2025-05-01,2025-04-09,2025-04-22,2025-04-29 00:00:00
TASK-00178,Improve Error Handling,Technical Debt,Data Platform,SPR-2025-12,Sprint 12,Marketplace,Operations,Alex Smith,Morgan Davis,High,Done,13,4,"genai, api, security",QA,2025-06-05,2025-06-06,2025-06-11,2025-06-04,2025-06-17,2025-06-19 00:00:00
TASK-00179,Refactor Notification Service,Task,Mobile App,SPR-2025-23,Sprint 23,CX,Product,Jordan Miller,Avery Lewis,Low,In Progress,13 pts,2,"PERFORMANCE, ux",UAT,2025-11-07,2025-11-07,,2025-11-05,2025-11-18,2025-11-08 00:00:00
TASK-00180,Create Monitoring Alerts,Task,Marketplace,SPR-2025-06,Sprint 6,Platform,Operations,Jordan Miller,Drew Walker,Low,Done,8,4,"frontend, security, MOBILE",QA,2025-03-22,2025-03-25,2025-04-05,2025-03-12,2025-03-25,2025-03-22 00:00:00
TASK-00181,Review Access Permissions,Technical Debt,Data Platform,SPR-2025-24,Sprint 24,Platform,Product,Sam Wilson,Drew Walker,High,Done,2,12,"api, ux",UAT,2025-11-20,2025-11-20,2025-11-29,2025-11-19,2025-12-02,2025-12-04 00:00:00
TASK-00182,Data Sync Failure,Spike,Data Platform,SPR-2025-13,Sprint 13,CX,Architecture,John Doe,Robin Clark,Low,Done,3 pts,24,mobile,QA,2025-06-27,2025-06-30,2025-07-08,2025-06-18,2025-07-01,2025-07-06 00:00:00
TASK-00183,Fix User Profile Update,Story,Identity Service,SPR-2025-03,Sprint 3,Data,Analytics,Taylor Brown,Jamie White,Medium,To Do,3,24,genai,QA,2025-02-04,2025-02-06,,2025-01-29,2025-02-11,2025-02-11 00:00:00
TASK-00184,Fix User Profile Update,Story,Backoffice,SPR-2025-20,Sprint 20,Data,Product,Jordan Miller,Avery Lewis,Low,Done,3,12,"data, genai, api",DEV,2025-09-29,2025-09-30,2025-10-02,2025-09-24,2025-10-07,2025-10-10 00:00:00
TASK-00185,Data Sync Failure,Task,Customer Portal,SPR-2025-13,Sprint 13,Core,Operations,Taylor Brown,Avery Lewis,LOW,Done,2,2,"data, api, performance",UAT,2025-06-28,2025-06-29,2025-07-08,2025-06-18,2025-07-01,2025-07-09 00:00:00
TASK-00186,Review Access Permissions,Bug,Customer Portal,SPR-2025-13,Sprint 13,Core,Operations,Alex Smith,Drew Walker,Low,In Progress,2,40,api,UAT,2025-06-22,2025-06-25,,2025-06-18,2025-07-01,2025-07-07 00:00:00
TASK-00187,Implement MFA Authentication,Bug,Marketplace,SPR-2025-10,Sprint 10,Growth,Analytics,Taylor Brown,Drew Walker,Critical,Done,1,8,"etl, performance",QA,2025-05-11,2025-05-11,2025-05-12,2025-05-07,2025-05-20,2025-05-20 00:00:00
TASK-00188,Improve Mobile Responsiveness,Story,Data Platform,SPR-2025-12,Sprint 12,Data,Analytics,Chris Lee,Robin Clark,Critical,Done,2,24,"ux, PERFORMANCE",UAT,2025-06-09,2025-06-12,2025-06-14,2025-06-04,2025-06-17,2025-06-21 00:00:00
TASK-00189,Add Audit Logging,Bug,Mobile App,SPR-2025-09,Sprint 9,Growth,Operations,John Doe,Morgan Davis,Low,Done,2,24,Mobile,PROD,2025-04-30,2025-05-02,2025-05-10,2025-04-23,2025-05-06,2025-05-02 00:00:00
TASK-00190,Improve Mobile Responsiveness,Task,Data Platform,SPR-2025-04,Sprint 4,Core,Operations,Sam Wilson,Drew Walker,Medium,To Do,5,4,FRONTEND,PROD,2025-02-16,2025-02-17,,2025-02-12,2025-02-25,2025-02-20 00:00:00
TASK-00191,Review Access Permissions,Bug,Backoffice,SPR-2025-23,Sprint 23,Data,Analytics,Sam Wilson,Avery Lewis,High,Done,5,40h,"security, ux",DEV,2025-11-13,2025-11-14,2025-11-26,2025-11-05,2025-11-18,2025-11-28 00:00:00
TASK-00192,Fix ETL Pipeline Failure,Technical Debt,Identity Service,SPR-2025-16,Sprint 16,Marketplace,Analytics,Sam Wilson,Drew Walker,High,Done,8,4,"ux, performance, mobile",UAT,2025-08-03,2025-08-03,2025-08-13,2025-07-30,2025-08-12,2025-08-16 00:00:00
TASK-00193,Data Sync Failure,Bug,Customer Portal,SPR-2025-07,Sprint 7,Growth,Engineering,John Doe,Avery Lewis,High,In Progress,5,2,"frontend, Api, backend",QA,2025-03-27,2025-03-28,,2025-03-26,2025-04-08,2025-04-06 00:00:00
TASK-00194,User Session Timeout,Story,Marketplace,SPR-2025-14,Sprint 14,Core,Engineering,John Doe,Jamie White,medium,Blocked,5 pts,12,"Ux, frontend",PROD,2025-07-06,2025-07-09,,2025-07-02,2025-07-15,2025-07-09 00:00:00
TASK-00195,refactor notification service,Story,Mobile App,SPR-2025-17,Sprint 17,Data,Operations,Chris Lee,Morgan Davis,Low,Done,8,8,"mobile, security",QA,2025-08-23,2025-08-24,2025-08-29,2025-08-13,2025-08-26,2025-08-31 00:00:00
TASK-00196,Review Access Permissions,Bug,Mobile App,SPR-2025-19,Sprint 19,Platform,Engineering,Jane Doe,Jamie White,Critical,DONE,2,2,"backend, security",PROD,2025-09-11,2025-09-14,2025-09-15,2025-09-10,2025-09-23,2025-09-18 00:00:00
TASK-00197,Login Error,Spike,Data Platform,SPR-2025-11,Sprint 11,CX,Architecture,Alex Smith,Morgan Davis,High,Done,3,12,"Data, Etl, genai",QA,2025-05-29,2025-05-31,2025-06-04,2025-05-21,2025-06-03,2025-06-12 00:00:00
TASK-00198,Improve Mobile Responsiveness,Story,Backoffice,SPR-2025-10,Sprint 10,Marketplace,Operations,Alex Smith,Drew Walker,Low,Done,3,4,etl,UAT,2025-05-11,2025-05-13,2025-05-22,2025-05-07,2025-05-20,2025-05-21 00:00:00
TASK-00199,FIX API RESPONSE VALIDATION,Spike,Identity Service,SPR-2025-14,Sprint 14,Core,Architecture,Sam Wilson,Morgan Davis,Medium,In Progress,1,12,performance,UAT,2025-07-12,2025-07-14,,2025-07-02,2025-07-15,2025-07-19 00:00:00
TASK-00200,Fix User Profile Update,Bug,Identity Service,SPR-2025-20,Sprint 20,Growth,Analytics,Jane Doe,Jamie White,Low,Blocked,13 pts,16,"security, frontend",DEV,2025-09-25,2025-09-25,,2025-09-24,2025-10-07,2025-09-28 00:00:00
TASK-00201,Fix ETL Pipeline Failure,Spike,Backoffice,SPR-2025-24,Sprint 24,Platform,Engineering,Casey Johnson,Robin Clark,Medium,In Progress,8,2,"security, Genai, Ux",UAT,2025-11-22,2025-11-25,,2025-11-19,2025-12-02,2025-12-02 00:00:00
TASK-00202,Review Access Permissions,Technical Debt,Customer Portal,SPR-2025-12,Sprint 12,Platform,Product,Sam Wilson,Jamie White,Critical,Done,13,12,"frontend, performance",QA,2025-06-10,2025-06-13,2025-06-17,2025-06-04,2025-06-17,2025-06-20 00:00:00
TASK-00203,update documentation,Technical Debt,Mobile App,SPR-2025-01,Sprint 1,CX,Analytics,John Doe,Drew Walker,High,To Do,2,40,"ux, mobile, Backend",PROD,2025-01-05,2025-01-06,,2025-01-01,2025-01-14,2025-01-07 00:00:00
TASK-00204,Fix ETL Pipeline Failure,Story,Mobile App,SPR-2025-02,Sprint 2,Marketplace,Operations,Casey Johnson,Drew Walker,Low,Done,13,8,"etl, api",DEV,2025-01-20,2025-01-22,2025-01-24,2025-01-15,2025-01-28,2025-01-27 00:00:00
TASK-00205,Fix User Profile Update,Story,Backoffice,SPR-2025-14,Sprint 14,CX,Architecture,Taylor Brown,Jamie White,Low,In Progress,3 pts,16,"api, performance, genai",DEV,2025-07-06,2025-07-09,,2025-07-02,2025-07-15,2025-07-14 00:00:00
TASK-00206,Broken Navigation Menu,Story,Customer Portal,SPR-2025-14,Sprint 14,Marketplace,Analytics,Alex Smith,Morgan Davis,High,In Progress,13 pts,8,"performance, genai",DEV,2025-07-07,2025-07-07,,2025-07-02,2025-07-15,2025-07-08 00:00:00
